conm,gvkey
SWIFT TRANSPORTATION CO,185318
SWISHER HYGIENE INC,186994
SWITCH INC,32469
SWK HOLDINGS CORP,123998
SWS GROUP INC,24547
SYKES ENTERPRISES INC,62732
SYLVAMO CORP,39651
SYMBOLIC LOGIC INC,110529
SYMBOTIC INC,38022
SYMETRA FINANCIAL CORP,166705
SYMMETRY SURGICAL INC,22330
SYNACOR INC,196355
SYNAGEVA BIOPHARMA CORP,192856
SYNAPTICS INC,142814
SYNCARDIA SYSTEMS INC  -REDH,26196
SYNCHRONOSS TECHNOLOGIES,166593
SYNCHRONY FINANCIAL,20686
SYNDAX PHARMACEUTICALS INC,20649
SYNEOS HEALTH INC,22039
SYNERGETICS USA INC,165179
SYNERGY PHARMACEUTICALS INC,175064
SYNLOGIC INC,32365
SYNOPSYS INC,24975
SYNOVUS FINANCIAL CORP,13041
SYNTEL INC,65270
SYNTHESIS ENERGY SYSTEMS INC,160592
SYNUTRA INTERNATIONAL INC,165124
SYPRIS SOLUTIONS INC,30220
SYROS PHARMACEUTICALS INC,27392
SYSCO CORP,10247
SYSOREX INC -OLD,34064
SYSTEM ENERGY RESOURCES INC,7365
T J T INC,61776
T STAMP INC,345764
T-MOBILE US INC,17874
T2 BIOSYSTEMS INC,21033
TABLEAU SOFTWARE INC,17695
TABULA RASA HEALTHCARE INC,26788
TACTILE SYSTEMS TECHNOLOGY,26847
TAILORED BRANDS INC,25167
TAITRON COMPONENTS  -CL A,31738
TAKE-TWO INTERACTIVE SFTWR,64630
TAKUNG ART CO LTD,18892
TAL CONSOLIDATED INC -REDH,32962
TAL INTERNATIONAL GROUP INC,164585
TALEN ENERGY CORP,156676
TALIS BIOMEDICAL CORP,37872
TALKSPACE INC,39078
TALLGRASS ENERGY GROUP LP,23256
TALLGRASS ENERGY PRT LP,15117
TALMER BANCORP INC,192458
TALON INTERNATIONAL INC,66360
TALOS ENERGY INC,17228
TAMPA ELECTRIC CO,10327
TANDEM DIABETES CARE INC,18899
TANDY LEATHER FACTORY INC,28675
TANGER FACTORY OUTLET CTRS,28340
TANGO THERAPEUTICS INC,39402
TANGOE INC,184715
TAPESTRY INC,140541
TARGA RESOURCES CORP,185532
TARGA RESOURCES PARTNERS LP,176659
TARGACEPT INC,162958
TARGET CORP,3813
TARGET HOSPITALITY CORP,34941
TARGETED MEDICAL PHARMA INC,186525
TARONIS TECHNOLOGIES,180937
TARSUS PHARMACEUTI INC,37082
TASKUS INC,38647
TATTOOED CHEF INC,37230
TAUBMAN CENTERS INC,25950
TAUTACHROME INC,24097
TAYLOR CALVIN B BANKSHARES,111675
TAYLOR DEVICES INC,10349
TAYLOR MORRISON HOME CORP,16653
TC BANCSHARES INC,38583
TC PIPELINES LP,120794
TCF FINANCIAL CORP,15363
TD AMERITRADE HOLDING CORP,64552
TD HOLDINGS INC,18144
TD SYNNEX CORPORATION,156155
TEAM HEALTH HOLDINGS INC,183684
TEAM INC,10353
TEARLAB CORP,161071
TECH DATA CORP,12171
TECHNICAL COMMUNICATIONS CP,10364
TECHNOVATIVE GROUP INC,23745
TECHPRECISION CORP,178644
TECHTARGET INC,177111
TECO ENERGY INC,10277
TECOGEN INC,18114
TECTONIC FINANCIAL INC,162649
TECUMSEH PRODUCTS CO,10386
TEGNA INC,4988
TEJON RANCH CO,10390
TEL OFFSHORE TRUST,10278
TEL-INSTRUMENT ELECTRONICS,22761
TELA BIO INC,35779
TELADOC HEALTH INC,24249
TELARIA INC,18066
TELECOMMUNICATION SYS INC,138613
TELEDYNE TECHNOLOGIES INC,126721
TELEFLEX INC,10407
TELEHEALTHCARE INC-OLD,22862
TELENAV INC,184101
TELEPHONE & DATA SYSTEMS INC,10411
TELESIS BIO INC,38923
TELIGENT INC,5888
TELKONET INC,125600
TELLURIAN INC,30241
TELOS CORP/MD,2578
TEMIR CORP -OLD,28482
TEMPUR SEALY INTL INC,156861
TEMPUS APPLIED SOLUTIONS HLD,25639
TENABLE HOLDINGS INC,33759
TENAX THERAPEUTICS INC,27939
TENET HEALTHCARE CORP,7750
TENGASCO INC,62204
TENNANT CO,10441
TENNECO INC,10443
TENNESSEE VALLEY AUTHORITY,10447
TENON MEDICAL INC,40236
TERADATA CORP,178310
TERADYNE INC,10453
TEREX CORP,7991
TERMINIX GLOBAL HOLDINGS INC,20089
TERNS PHARMACEUTIC INC,37848
TERRA NITROGEN CO  -LP,24965
TERRAFORM GLOBAL INC,24597
TERRAFORM POWER INC,20739
TERRAVIA HOLDINGS INC,186715
TERRENO REALTY CORP,183833
TERRITORIAL BANCORP INC,183247
TESARO INC,170969
TESLA INC,184996
TESSCO TECHNOLOGIES INC,30714
TETON ADVISORS INC,182613
TETRA TECH INC,24783
TETRA TECHNOLOGIES INC/DE,21237
TETRAPHASE PHARMACEUTICALS,17350
TEXAS CAPITAL BANCSHARES INC,150306
TEXAS COMMUNITY BANCSHAR INC,38755
TEXAS INSTRUMENTS INC,10499
TEXAS NEW MEXICO POWER CO,10502
TEXAS PACIFIC LAND CORP,10504
TEXAS ROADHOUSE INC,160376
TEXAS SOUTH ENERGY INC,170833
TEXCOM INC,163598
TEXTRON INC,10519
TEXTURA CORP,17581
TFF PHARMACEUTICALS INC,35611
TFS FINANCIAL CORP,176766
TG THERAPEUTICS INC,61711
TGR FINANCIAL INC,17658
THE REAL GOOD FOOD CO INC,39877
THE SHYFT GROUP INC,9919
THERALINK TECHNOLOGIES INC,26097
THERAPEUTICSMD INC,183322
THERMO FISHER SCIENTIFIC INC,10530
THERMOGENESIS HOLDINGS INC,13794
THERMON GROUP HOLDINGS INC,186360
THESTREET INC,120358
THIRD CENTURY BANCORP,160788
THIRD COAST BANCSHARES INC,39902
THOR INDUSTRIES INC,10549
THORATEC CORP,10550
THORNE HEALTHTECH INC,39278
THOUGHTWORKS HOLDG INC,39482
THREDUP INC,38418
THRESHOLD PHARMACEUTICALS,160204
THRYV HOLDINGS INC,37130
THT HEAT TRANSFER TECH INC,178172
TIANYIN PHARMACEUTICAL CO,177921
TIDELANDS BANCSHARES INC,162349
TIDELANDS ROYALTY TRUST B,10564
TIDEWATER INC,10565
TIER REIT INC,185164
TIFFANY & CO,13646
TIGER OIL AND ENERGY INC,105325
TIGER X MEDICAL INC,63979
TIGERLOGIC CORP,13940
TILE SHOP HOLDINGS INC,13861
TILLY'S INC,187575
TILRAY INC -OLD,33703
TIMBER PHARMACEUTICALS INC,36506
TIMBERLAND BANCORP INC,66286
TIME INC,19580
TIME WARNER CABLE INC,176404
TIME WARNER INC,25056
TIMEFIREVR INC -OLD,28110
TIMKEN CO,10581
TIMKENSTEEL CORP,20011
TINTRI INC,31631
TIPTREE INC,177640
TITAN ENERGY LLC,170781
TITAN INTERNATIONAL INC,28295
TITAN MACHINERY INC,178973
TITAN PHARMACEUTICALS INC,61836
TIVIC HEALTH SYSTEMS INC,39618
TIVITY HEALTH INC,24396
TIVO CORP,64480
TIVO INC,124394
TIX CORP,30701
TJX COS INC (THE),11672
TN-K ENERGY GROUP INC,62446
TOAST INC,39524
TOCAGEN INC,30830
TOFUTTI BRANDS INC,10598
TOLEDO EDISON CO,10601
TOLL BROTHERS INC,12395
TOMI ENVIRONMENTAL SOLUTINS,180146
TOMPKINS FINANCIAL CORP,17240
TOOTSIE ROLL INDUSTRIES INC,10609
TOPBUILD CORP,23245
TOPGOLF CALLAWAY BRANDS CORP,24978
TOPS HOLDING II CORP,17946
TOR MINERALS INTL INC,15027
TORCHLIGHT ENERGY RESOURCES,186013
TORO CO,10618
TOROTEL INC,10619
TORRID HOLDINGS INC,39156
TORRID INC,32194
TOTAL SYSTEM SERVICES INC,10631
TOUCHPOINT GROUP HOLDINGS,273505
TOUCHSTONE BANKSHARES INC,66336
TOUGHBUILT INDUSTRIES INC,33781
TOWER INTERNATIONAL INC,184785
TOWERS WATSON & CO,29887
TOWERSTREAM CORP,175509
TOWN & COUNTRY FINANCIAL CP,19659
TOWN SPORTS INTL HOLDINGS,164606
TOWNEBANK,120318
TOWNSQUARE MEDIA INC,111974
TOYOTA MOTOR CREDIT CORP,15136
TOYS R US INC,10639
TOYS R US PROPERTY CO II LLC,183885
TPG INC,40535
TPI COMPOSITES INC,27574
TPT GLOBAL TECH INC,147891
TRACK GROUP INC,155941
TRACON PHARMACEUTICALS INC,22697
TRACTOR SUPPLY CO,29736
TRADE DESK INC,27885
TRADE STREET RESIDENTIAL INC,11738
TRADEWEB MARKETS INC,34919
TRAEGER INC,39317
TRANS ENERGY INC,30797
TRANS WORLD CORP/NV,31189
TRANS-LUX CORP,10658
TRANSACT TECHNOLOGIES INC,63520
TRANSAMERICA ADVISORS LIFE,63737
TRANSCAT INC,10685
TRANSCOASTAL CORP,18000
TRANSCONTINENTAL GAS PIPE LN,10678
TRANSCONTINENTAL RLTY INVS,3410
TRANSDIGM GROUP INC,148349
TRANSFIRST HLDGS INC-REDH,21280
TRANSGENOMIC INC,137722
TRANSLATE BIO INC,33601
TRANSMEDICS GROUP INC,35062
TRANSMONTAIGNE PARTNERS LP,163594
TRANSPHORM INC,36799
TRANSPORTATION & LOG SYS INC,185950
TRANSUNION,24638
TRAVEL PLUS LEISURE CO,174729
TRAVELCENTERS OF AMERICA INC,148350
TRAVELERS COS INC,62689
TRAVELZOO,149721
TRAVERE THERAPEUTICS INC,16848
TRC COS INC,10297
TREACE MEDIC CNCPTS INC,38558
TREAN INSURANCE GR INC,36636
TREASURE GLOBAL INC,41426
TRECORA RESOURCES,1712
TREDEGAR CORP,15459
TREEHOUSE FOODS INC,163983
TREES CORP,18616
TREVENA INC,18925
TREX CO INC,119316
TRI CITY BANKSHARES CORP,65230
TRI POINTE HOMES INC,258869
TRIANGLE PETROLEUM CORP,162941
TRIBUNE MEDIA CO,10726
TRIBUNE PUBLISHING CO,19578
TRICO BANCSHARES,28155
TRIDENT BRANDS INC,183287
TRIMAS CORP,15252
TRIMAX CORP,145026
TRIMBLE INC,22815
TRIMEDYNE INC,10734
TRINET GROUP INC,140988
TRINITY CAPITAL INC,37723
TRINITY INDUSTRIES INC,10735
TRINITY PLACE HOLDINGS INC,10235
TRIO-TECH INTERNATIONAL,10740
TRIPADVISOR INC,199356
TRIPLEPOINT VENTURE GWTH BDC,19925
TRISTAR WELLNESS SOLUTIONS,122200
TRISTATE CAPITAL HLDGS INC,17696
TRITON EMISSION SOLUTIONS,147501
TRIUMPH FINANCIAL INC,21815
TRIUMPH GROUP INC,63876
TRIVASCULAR TECHNOLOGIES INC,20131
TROIKA MEDIA GROUP INC,23563
TROPICANA ENTERTAINMENT INC,184619
TRUCK HERO INC -REDH,26380
TRUE VALUE CO,3552
TRUEBLUE INC,22207
TRUECAR INC,20540
TRUETT-HURST INC,17501
TRUIST FINANCIAL CORP,11856
TRULIA INC,13836
TRUNITY HOLDINGS INC-OLD,170665
TRUPANION INC,20935
TRUSTCO BANK CORP/NY,17245
TRUSTMARK CORP,4685
TRUTANKLESS INC,187350
TRW AUTOMOTIVE HOLDINGS CORP,157415
TRXADE HEALTH INC,179507
TSCAN THERAPEUTICS INC,38745
TSR INC,10305
TSS INC,177528
TTEC HOLDINGS INC,63417
TTM TECHNOLOGIES INC,139804
TUBEMOGUL INC,20090
TUCOWS INC,62723
TUCSON ELECTRIC POWER CO,66624
TUESDAY MORNING CORP,11944
TUMI HOLDINGS INC,170904
TUPPERWARE BRANDS CORP,62897
TURNING POINT BRANDS INC,66929
TURNKEY CAPITAL INC OLD,20270
TURTLE BEACH CORP,19602
TUSIMPLE HOLDINGS INC,38596
TUTOR PERINI CORP,8486
TWENTY-FIRST CENTURY FOX INC,12886
TWILIO INC,27364
TWIN DISC INC,10777
TWIN VEE POWERCATS CO,38624
TWINLAB CONSOLIDATED HLDGS,21860
TWIST BIOSCIENCE CORP,34241
TWITTER INC,18872
TWO RIVER BANCORP,135425
TWO RIVERS WATER & FARMING,175994
TXO ENERGY PARTNERS LP,41797
TYLER TECHNOLOGIES INC,10789
TYSON FOODS INC  -CL A,10793
U S ANTIMONY CORP,10930
U S CONCRETE INC,120824
U S GEOTHERMAL INC,157921
U S GLOBAL INVESTORS INC,12407
U S LIME & MINERALS,8947
U S PHYSICAL THERAPY INC,25318
U S SILICA HOLDINGS INC,181989
U-HAUL HOLDING CO,1393
U-SWIRL INC,179596
UB BANCORP,115920
UBER TECHNOLOGIES INC,35077
UBIQUITI INC,187462
UBIQUITY INC,18883
UCP INC,17689
UDEMY INC,39818
UDR INC,10894
UFP INDUSTRIES INC,29156
UFP TECHNOLOGIES INC,29449
UGI CORP,10801
UGI UTILITIES INC,29555
UIL HOLDINGS CORP,10905
UIPATH INC,38646
ULTA BEAUTY INC,178704
ULTIMATE SOFTWARE GROUP INC,111064
ULTRA CLEAN HOLDINGS INC,264416
ULTRAGENYX PHARMACEUTICAL,19149
ULTRALIFE CORP,26045
ULTRATECH INC,28938
ULURU INC,25882
UMB FINANCIAL CORP,10916
UMH PROPERTIES INC,10917
UMPQUA HOLDINGS CORP,65228
UNDER ARMOUR INC,165052
UNI CORE HOLDINGS CORP,185911
UNI-PIXEL INC,147349
UNICO AMERICAN CORP,10832
UNIFI INC,10839
UNIFIED GROCERS INC,2911
UNIFIEDONLINE INC,22633
UNIFIRST CORP,10840
UNILIFE CORP,254399
UNION BANKSHARES INC,111537
UNION BRIDGE HOLDINGS LTD,26596
UNION CARBIDE CORP,10857
UNION ELECTRIC CO,116304
UNION PACIFIC CORP,10867
UNIQUE FABRICATING INC,22180
UNIROYAL GLOBAL ENGINEERED,22168
UNISYS CORP,2504
UNIT CORP,10877
UNITED AIRLINES HOLDINGS INC,10795
UNITED AIRLINES INC,10484
UNITED BANCORP INC/OH,27886
UNITED BANCORPORATION ALA IN,161005
UNITED BANCSHARES INC/OH,108664
UNITED BANKSHARES INC/WV,17248
UNITED CANNABIS CORP,18237
UNITED COMMUNITY BANCORP,166747
UNITED COMMUNITY BANKS INC,64794
UNITED COMMUNITY FINL CORP,112410
UNITED DEV FUNDING III LP,19838
UNITED FINANCIAL BANCORP INC,162557
UNITED FIRE GROUP INC,17252
UNITED GUARANTY CORP-REDH,27102
UNITED HEALTH PRODUCTS INC,176503
UNITED INSURANCE HOLDINGS CO,178823
UNITED NATURAL FOODS INC,63927
UNITED ONLINE INC,124198
UNITED PARCEL SERVICE INC,10920
UNITED REFINING CO,125094
UNITED RENTALS INC,66065
UNITED ROYALE HOLDINGS CORP,29442
UNITED SECURITY BANCSHARS CA,64228
UNITED STATES OIL FUND LP,174024
UNITED STATES POSTAL SERVICE,61994
UNITED STATES STEEL CORP,23978
UNITED SURGICAL PRTNRS INTL,25330
UNITED THERAPEUTICS CORP,121440
UNITED-GUARDIAN INC,10902
UNITEDHEALTH GROUP INC,10903
UNITI GROUP INC,23077
UNITIL CORP,10999
UNITY BANCORP INC,62243
UNITY BIOTECHNOLOGY INC,33317
UNITY SOFTWARE INC,36898
UNIVAR SOLUTIONS INC,21515
UNIVERSAL AMERICAN CORP,17266
UNIVERSAL CORP/VA,11017
UNIVERSAL DETECTION TECHNOL,12593
UNIVERSAL DISPLAY CORP,25274
UNIVERSAL ELECTRONICS INC,27828
UNIVERSAL HEALTH RLTY INCOME,13580
UNIVERSAL HEALTH SVCS INC,11032
UNIVERSAL HOSPITAL SERVICES,25361
UNIVERSAL INSURANCE HLDGS,26016
UNIVERSAL LOGISTICS HLDGS,162338
UNIVERSAL POWER GROUP INC,176325
UNIVERSAL SECURITY INSTRUMNT,11027
UNIVERSAL TECHNICAL INST,156633
UNIVERSITY BANCORP INC,21423
UNIVEST FINANCIAL CORP,19817
UNIVISION COMMUNICATIONS INC,63669
UNIVISION HOLDINGS INC -REDH,25107
UNRIVALED BRANDS INC,170725
UNUM GROUP,12726
UNUM THERAPEUTICS INC OLD,33185
UNVL STAINLESS & ALLOY PRODS,31170
UPD HOLDING CORP,23404
UPEXI INC,38661
UPHEALTH INC,38981
UPLAND SOFTWARE INC,22040
UPSTART HOLDINGS INC,37357
UPWORK INC,34101
UQM TECHNOLOGIES INC,22772
URANERZ ENERGY CORP,160331
URANIUM ENERGY CORP,165798
URBAN BARNS FOODS INC,179894
URBAN EDGE PROPERTIES,22459
URBAN ONE INC,120301
URBAN OUTFITTERS INC,29150
URBAN-GRO INC,35541
URIGEN PHARMACEUTICALS -REDH,65404
UROLOGIX INC,62954
URSTADT BIDDLE PROPERTIES,5763
US BANCORP,4723
US CELLULAR CORP,14369
US ECOLOGY INC,1439
US ENERGY CORP,10938
US FOODS HOLDING CORP,18312
US LBM HOLDINGS INC -REDH,25553
US NEUROSURGICAL HOLDINGS,124395
US STEM CELL INC,177226
US WELL SERVICES INC,34412
US XPRESS ENTRPRS INC,33598
USA COMPRESSION PRTNRS -OLD,170360
USA COMPRESSION PRTNRS LP,33449
USA TRUCK INC,25069
USANA HEALTH SCIENCES INC,63863
USCB FINANCIAL HOLDINGS INC,39322
USD PARTNERS LP,21628
USERTESTING INC,39886
USG CORP,10816
USIO INC,116209
USMD HOLDINGS INC,14090
UTAH MEDICAL PRODUCTS INC,11051
UTD ARTISTS THEATRE CIRCUIT,29336
UTG INC,22338
UWHARRIE CAPITAL CORP,113339
UWM HOLDINGS CORP,37763
V2X INC,20661
VAALCO ENERGY INC,27199
VACCINEX INC,33780
VAIL RESORTS INC,64344
VALERITAS HOLDINGS INC,23092
VALERO ENERGY CORP,15247
VALERO ENERGY PARTNERS LP,18774
VALHI INC,12578
VALIANT EAGLE INC,179405
VALIDIAN CORP,25450
VALLEY COMMERCE BANCORP,125514
VALLEY FINANCIAL CORP,62245
VALLEY NATIONAL BANCORP,11861
VALLEY REPUBLIC BANCORP,183617
VALLON PHARMACEUTICALS INC,37938
VALMONT INDUSTRIES INC,11094
VALSPAR CORP,11096
VALUE LINE INC,11099
VALVOLINE INC,27373
VANDA PHARMACEUTICALS INC,166435
VANJIA CORP,26478
VAPOR GROUP INC -OLD,20219
VAPOTHERM INC,34327
VAREX IMAGING CORP,29004
VARIAN MEDICAL SYSTEMS INC,11115
VARONIS SYSTEMS INC,19044
VASCULAR SOLUTIONS INC,125000
VASO CORP,14985
VAXART INC,33114
VAXXINITY INC,39868
VCA INC,24539
VECTOR GROUP LTD,13963
VECTREN CORP,5918
VECTREN UTILITY HOLDINGS INC,146020
VEECO INSTRUMENTS INC,11124
VEEVA SYSTEMS INC,18689
VELO3D INC,39784
VELOCITY FINANCIAL INC,35781
VELODYNE LIDAR INC,37106
VENCORE HOLDING CORP -REDH,32295
VENTAS INC,110179
VENUS CONCEPT INC,35850
VEONEER INC,33647
VERA BRADLEY INC,185195
VERACYTE INC,18947
VERADIGM INC,181104
VERASTEM INC,194255
VERB TECHNOLOGY CO INC,21984
VEREIT INC,186783
VERICEL CORP,64334
VERICITY INC,35305
VERIFONE SYSTEMS INC,162733
VERIFYME INC,141887
VERINT SYSTEMS INC,147242
VERIS RESIDENTIAL INC,30637
VERISIGN INC,66368
VERISK ANALYTICS INC,180652
VERITEC INC,12731
VERITEX HOLDINGS INC,21633
VERITIV CORP,19858
VERITONE INC,31091
VERIZON COMMUNICATIONS INC,2136
VERRA MOBILITY CORP,34300
VERRICA PHARMACEUTICAL,33597
VERSAR INC,12804
VERSO CORP,179817
VERSO PAPER HOLDINGS LLC,178266
VERSUM MATERIALS INC,26709
VERTEX ENERGY INC,183704
VERTEX INC,24083
VERTEX PHARMACEUTICALS INC,24344
VERTICAL COMPUTER SYS INC,28181
VERTIV CO -SPN,27326
VERTIV HOLDINGS CO,36175
VERU INC,22817
VERUS INTERNATIONAL INC,181256
VESTIN REALTY MORTGAGE I INC,174401
VESTIN REALTY MORTGAGE II,174115
VF CORP,11060
VIA RENEWABLES INC,20740
VIACOM INC,165675
VIAD CORP,160785
VIANT TECHNOLOGY INC,37824
VIASAT INC,64088
VIASPACE INC,160635
VIASYSTEMS GROUP INC,133346
VIAVI SOLUTIONS INC,29241
VICAL INC,27920
VICI PROPERTIES INC,32580
VICON INDUSTRIES INC,11161
VICOR CORP,21238
VICTORIAS SECRET AND CO,39310
VICTORY CPTL HLDGS INC,21799
VIDEO DISPLAY CORP,11169
VIDEO RIVER NETWORKS INC,29772
VIDLER WATER RESOURCES INC,23768
VIELA BIO INC,35630
VIEW INC,38271
VIEWRAY INC,23106
VIKING ENERGY GROUP,108319
VILLAGE BANK AND TRUST FINL,140938
VILLAGE SUPER MARKET  -CL A,11178
VIMEO INC,38757
VINCE HOLDING CORP,19175
VINCO VENTURES INC,33429
VINE ENERGY INC,22367
VIOLIN MEMORY INC,18623
VIPER ENERGY PARTNERS LP,20534
VIR BIOTECHNOLOGY INC,35638
VIRCO MFG. CORP,11185
VIRGIN AMERICA INC,21261
VIRGIN GALACTIC HOLDINGS INC,35808
VIRGIN ORBIT HOLDINGS INC,38248
VIRGINIA ELECTRIC & POWER CO,11188
VIRGINIA NATIONAL BANKSHARES,115960
VIRIDIAN THERAPEUTICS INC,30311
VIRNETX HOLDING CORP,122175
VIRTRA INC,65344
VIRTU FINANCIAL INC,23432
VIRTUALSCOPICS INC,164411
VIRTUS INVESTMENT PTNRS INC,25030
VIRTUSA CORP,177871
VISA INC,179534
VISANT CORP,162488
VISCOUNT SYSTEMS INC,147288
VISHAY INTERTECHNOLOGY INC,11191
VISHAY PRECISION GROUP INC,185138
VISKASE COMPANIES INC,4412
VISLINK TECHNOLOGIES INC,289735
VISTA OUTDOOR INC,22653
VISTA PRPNTS AND LGSTC -REDH,32937
VISTAGEN THERAPEUTICS INC,187368
VISTANA SIGNATURE EXPR -SPN,24609
VISTEON CORP,136648
VISTRA CORP,157373
VITA COCO COMPANY INC,39749
VITAE PHARMACEUTICALS INC,21422
VITAL ENGY INC,187961
VITAL FARMS INC,36726
VITAMIN SHOPPE INC,178201
VITASPRING BIOMEDICAL CO LTD,35736
VITAXEL GROUP LTD -OLD,25381
VITESSE ENERGY INC,41901
VITESSE SEMICONDUCTOR CORP,24803
VITRO BIOPHARMA INC,15178
VIVA ENTERTAINMENT GROUP INC,27714
VIVAKOR INC,183269
VIVANI MEDICAL INC,21421
VIVID SEATS INC,27251
VIVINT SMART HOME INC,189594
VIVINT SOLAR INC,21626
VIVOS THERAPEUTICS INC,37290
VIVUS INC,30007
VIZIO HOLDING CORP,25529
VMWARE INC -CL A,178083
VOC ENERGY TRUST,186180
VOCERA COMMUNICATIONS INC,187739
VOLCON INC,39632
VOLT INFO SCIENCES INC,11213
VOLTA INC,39533
VOLTARI CORP,184994
VONAGE HOLDINGS CORP,166562
VONTIER CORP,36203
VORNADO REALTY TRUST,11220
VOXX INTERNATIONAL CORP,13354
VOYA FINANCIAL INC,16384
VOYA RETIREMENT INS &ANNUITY,63734
VOYAGER THERAPEUTICS INC,26341
VPR BRANDS LP,179141
VRIO CORP -REDH,33200
VROOM INC,36512
VSB BANCORP INC/NY,66098
VSE CORP,11065
VTV THERAPEUTICS INC,24515
VULCAN MATERIALS CO,11228
VWR CORP,21801
VWR FUNDING INC,174703
VYANT BIO INC,38539
VYCOR MEDICAL INC,182610
W P CAREY INC,66354
W&T OFFSHORE INC,160341
WABASH NATIONAL CORP,24720
WABCO HOLDINGS INC,177925
WABTEC CORP,60979
WADDELL&REED FINL INC  -CL A,66599
WAFERGEN BIO-SYSTEMS INC,176199
WAGEWORKS INC,187105
WALGREENS BOOTS ALLIANCE INC,11264
WALKER & DUNLOP INC,185370
WALKER INNOVATION INC,18765
WALL STREET MEDIA CO,16564
WALMART INC,11259
WALTER ENERGY INC,15274
WARBY PARKER INC,39502
WARNER BROS DISCOVERY INC,164296
WARNER MUSIC GROUP CORP,163118
WARREN RESOURCES INC,151632
WARRIOR MET COAL INC,30397
WASHINGTON FEDERAL INC,17145
WASHINGTON GAS LIGHT CO,147223
WASHINGTON PRIME GROUP INC,20344
WASHINGTON TR BANCORP INC,19873
WASHINGTONFIRST BANKSHARES,160546
WASTE MANAGEMENT INC,14477
WATERS CORP,61574
WATERSTONE FINANCIAL INC,164365
WATSCO INC,11313
WATTS WATER TECHNOLOGIES INC,12445
WAUSAU PAPER CORP,11315
WAVE SYSTEMS CORP  -CL A,30649
WAVEDANCER INC,21663
WAYFAIR INC,21540
WAYNE SAVINGS BANCSHARES INC,28490
WCF BANCORP INC,27672
WCI COMMUNITIES INC,145186
WD-40 CO,11234
WEAVE COMMUNICATI INC,39914
WEB.COM GROUP INC,163916
WEBCO INDUSTRIES INC,29692
WEBER INC,39201
WEBMD HEALTH CORP,115404
WEBSTER FINANCIAL CORP,17150
WEC ENERGY GROUP INC,11550
WEGENER CORP,14252
WEINGARTEN REALTY INVST,11340
WEIS MARKETS INC,11343
WELBILT INC,26495
WELLCARE HEALTH PLANS INC,260778
WELLESLEY BANCORP INC,193855
WELLNESS CENTER USA INC,170692
WELLS FARGO & CO,8007
WELLS FINANCIAL CORP,31716
WELLTOWER INC,5543
WENDY'S CO,3708
WERNER ENTERPRISES INC,12266
WESBANCO INC,17151
WESCO AIRCRAFT HOLDINGS INC,187714
WESCO INTL INC,120444
WEST BANCORPORATION INC,63725
WEST COAST VENTURES GROUP CO,33134
WEST CORP,64055
WEST END INDIANA BANCSHARES,170472
WEST MARINE INC,29268
WEST PHARMACEUTICAL SVSC INC,11376
WEST SUBURBAN BANCORP INC,120413
WESTAMERICA BANCORPORATION,14253
WESTAR ENERGY INC,34057
WESTBURY BANCORP INC,17707
WESTELL TECH INC  -CL A,61646
WESTERN ALLIANCE BANCORP,163920
WESTERN CAPITAL RESOURCES,175532
WESTERN DIGITAL CORP,11399
WESTERN GAS PARTNERS LP,179831
WESTERN MASSACHUSETTS EL CO,11406
WESTERN MIDSTRM PRTNRS LP,16225
WESTERN NEW ENG BANCORP INC,146607
WESTERN REFINING INC,165652
WESTERN REFINING LGS LP,18431
WESTERN UNION CO,175263
WESTLAKE CHEMICAL PRTNRS LP,20473
WESTLAKE CORP,160684
WESTMORELAND COAL CO,11440
WESTMORELAND RES PARTNERS LP,184569
WESTMOUNTAIN GOLD INC,186645
WESTROCK CO,29830
WESTWOOD HOLDINGS GROUP INC,149082
WETRADE GROUP INC,36383
WEWORK INC,33433
WEX INC,162385
WEYCO GROUP INC,11455
WEYERHAEUSER CO,11456
WGL HOLDINGS INC,11296
WHEELER REAL ESTATE INVT TR,194256
WHEELS UP EXPERIENCE INC,39231
WHERE FOOD COMES FROM INC,175908
WHIRLPOOL CORP,11465
WHITEHORSE FINANCE INC,16608
WHITESTONE REIT,185453
WHITEWAVE FOODS CO,13540
WHITING PETROLEUM CORP,155393
WHOLE EARTH BRANDS INC,35053
WHOLE FOODS MARKET INC,24893
WIDEOPENWEST INC,31466
WIDEPOINT CORP,62057
WILDHORSE RES DVLPT,29138
WILEY (JOHN) & SONS  -CL A,11499
WILHELMINA INTERNATIONAL INC,63388
WILLAMETTE VALLEY VINEYARDS,30666
WILLBROS GROUP INC,63495
WILLDAN GROUP INC,175654
WILLIAM LYON HOMES,24544
WILLIAM PENN BANCORP,179865
WILLIAMS COS INC,11506
WILLIAMS INDUSTRIAL SE G INC,143710
WILLIAMS PARTNERS LP,163921
WILLIAMS-SONOMA INC,11511
WILLIS LEASE FINANCE CORP,63596
WILLSCOT MOBILE MINI HOLDING,32771
WILSHIRE BANCORP INC,64218
WINC INC,27711
WINDSTREAM HOLDINGS INC,174490
WINDSTREAM TECHNOLOGIES INC,20660
WINDTREE THERAPEUTICS INC,61140
WINGSTOP INC,23843
WINLAND HOLDINGS CORP,22729
WINMARK CORP,28785
WINNEBAGO INDUSTRIES,11537
WINTRUST FINANCIAL CORP,63781
WIRELESS TELECOM GROUP INC,24610
WISA TECHNOLOGIES INC,33725
WISCONSIN ELECTRIC POWER CO,13353
WISCONSIN POWER & LIGHT,14580
